what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591164025284
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591164026993
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591164029039
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591164036111
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591164045468
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591164047681
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591164048753
executed,command,org.eclipse.ui,3.116.0.v20200203-1308,"org.eclipse.ui.edit.text.contentAssist.proposals",1591164051278
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591164052049
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591164054236
executed,command,org.eclipse.ui,3.116.0.v20200203-1308,"org.eclipse.ui.edit.text.contentAssist.proposals",1591164056162
executed,command,org.eclipse.ui,3.116.0.v20200203-1308,"org.eclipse.ui.file.save",1591164060293
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591164060663
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591164063587
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.1.400.v20200221-1022,"org.eclipse.equinox.p2.garbagecollector",1591164064046
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591164065419
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591164069556
started,bundle,org.eclipse.tm4e.ui,0.4.0.201911211357,"org.eclipse.tm4e.ui",1591164071357
started,bundle,org.eclipse.tm4e.registry,0.4.0.201911130739,"org.eclipse.tm4e.registry",1591164071726
started,bundle,org.eclipse.wst.jsdt.js.bower,1.0.200.v201903222101,"org.eclipse.wst.jsdt.js.bower",1591164073930
